GID	COG	COG_Name	COG_Class
325	MD00G1051300	P	( P ) Inorganic ion transport and metabolism	METABOLISM
326	MD00G1051400	S	( S ) Function unknown	POORLY CHARACTERIZED
327	MD00G1051500	P	( P ) Inorganic ion transport and metabolism	METABOLISM
328	MD00G1051800	S	( S ) Function unknown	POORLY CHARACTERIZED
329	MD00G1051900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
330	MD00G1052000	I	( I ) Lipid transport and metabolism	METABOLISM
331	MD00G1052100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
332	MD00G1052400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
333	MD00G1052500	C	( C ) Energy production and conversion	METABOLISM
334	MD00G1052600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
335	MD00G1052700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
336	MD00G1052800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
337	MD00G1052900	C	( C ) Energy production and conversion	METABOLISM
338	MD00G1052900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
339	MD00G1053000	C	( C ) Energy production and conversion	METABOLISM
340	MD00G1053000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
341	MD00G1053100	C	( C ) Energy production and conversion	METABOLISM
342	MD00G1053100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
343	MD00G1053300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
344	MD00G1053700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
345	MD00G1053800	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
346	MD00G1053900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
347	MD00G1054100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
348	MD00G1054200	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
349	MD00G1054200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
350	MD00G1054500	E	( E ) Amino acid transport and metabolism	METABOLISM
351	MD00G1054500	H	( H ) Coenzyme transport and metabolism	METABOLISM
352	MD00G1054600	S	( S ) Function unknown	POORLY CHARACTERIZED
353	MD00G1055100	C	( C ) Energy production and conversion	METABOLISM
354	MD00G1055100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
355	MD00G1055200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
356	MD00G1055300	C	( C ) Energy production and conversion	METABOLISM
357	MD00G1055600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
358	MD00G1055800	S	( S ) Function unknown	POORLY CHARACTERIZED
359	MD00G1056000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
360	MD00G1056100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
361	MD00G1056200	S	( S ) Function unknown	POORLY CHARACTERIZED
362	MD00G1056300	S	( S ) Function unknown	POORLY CHARACTERIZED
363	MD00G1056500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
364	MD00G1056700	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
365	MD00G1056800	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
366	MD00G1057000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
367	MD00G1057100	S	( S ) Function unknown	POORLY CHARACTERIZED
368	MD00G1057500	S	( S ) Function unknown	POORLY CHARACTERIZED
369	MD00G1057700	S	( S ) Function unknown	POORLY CHARACTERIZED
370	MD00G1057800	S	( S ) Function unknown	POORLY CHARACTERIZED
371	MD00G1057900	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
372	MD00G1058100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
373	MD00G1058300	S	( S ) Function unknown	POORLY CHARACTERIZED
374	MD00G1058400	S	( S ) Function unknown	POORLY CHARACTERIZED
375	MD00G1058500	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
376	MD00G1058600	S	( S ) Function unknown	POORLY CHARACTERIZED
377	MD00G1058700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
378	MD00G1058800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
379	MD00G1059100	S	( S ) Function unknown	POORLY CHARACTERIZED
380	MD00G1059200	S	( S ) Function unknown	POORLY CHARACTERIZED
381	MD00G1059300	I	( I ) Lipid transport and metabolism	METABOLISM
382	MD00G1059400	I	( I ) Lipid transport and metabolism	METABOLISM
383	MD00G1059700	I	( I ) Lipid transport and metabolism	METABOLISM
384	MD00G1059900	S	( S ) Function unknown	POORLY CHARACTERIZED
385	MD00G1060000	S	( S ) Function unknown	POORLY CHARACTERIZED
386	MD00G1060100	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
387	MD00G1060300	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
388	MD00G1060400	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
389	MD00G1060600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
390	MD00G1060700	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
391	MD00G1060700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
392	MD00G1060800	S	( S ) Function unknown	POORLY CHARACTERIZED
393	MD00G1060900	S	( S ) Function unknown	POORLY CHARACTERIZED
394	MD00G1061000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
395	MD00G1061100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
396	MD00G1061200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
397	MD00G1061600	P	( P ) Inorganic ion transport and metabolism	METABOLISM
398	MD00G1061700	F	( F ) Nucleotide transport and metabolism	METABOLISM
399	MD00G1061800	H	( H ) Coenzyme transport and metabolism	METABOLISM
400	MD00G1061900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
401	MD00G1062000	S	( S ) Function unknown	POORLY CHARACTERIZED
402	MD00G1062100	C	( C ) Energy production and conversion	METABOLISM
403	MD00G1062200	H	( H ) Coenzyme transport and metabolism	METABOLISM
404	MD00G1062300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
405	MD00G1062600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
406	MD00G1062700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
407	MD00G1062800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
408	MD00G1063000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
409	MD00G1063200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
410	MD00G1063500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
411	MD00G1063600	S	( S ) Function unknown	POORLY CHARACTERIZED
412	MD00G1063700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
413	MD00G1063700	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
414	MD00G1063900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
415	MD00G1064000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
416	MD00G1064100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
417	MD00G1064200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
418	MD00G1064400	P	( P ) Inorganic ion transport and metabolism	METABOLISM
419	MD00G1064500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
420	MD00G1064500	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
421	MD00G1064500	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
422	MD00G1064600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
423	MD00G1064600	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
424	MD00G1064600	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
425	MD00G1064700	S	( S ) Function unknown	POORLY CHARACTERIZED
426	MD00G1064800	I	( I ) Lipid transport and metabolism	METABOLISM
427	MD00G1065000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
428	MD00G1065100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
429	MD00G1065200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
430	MD00G1065300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
431	MD00G1065600	P	( P ) Inorganic ion transport and metabolism	METABOLISM
432	MD00G1065700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
433	MD00G1066000	I	( I ) Lipid transport and metabolism	METABOLISM
434	MD00G1066100	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
435	MD00G1066200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
436	MD00G1066300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
437	MD00G1066600	F	( F ) Nucleotide transport and metabolism	METABOLISM
438	MD00G1066800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
439	MD00G1067000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
440	MD00G1067200	S	( S ) Function unknown	POORLY CHARACTERIZED
441	MD00G1067300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
442	MD00G1067300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
443	MD00G1067400	S	( S ) Function unknown	POORLY CHARACTERIZED
444	MD00G1067600	S	( S ) Function unknown	POORLY CHARACTERIZED
445	MD00G1067700	S	( S ) Function unknown	POORLY CHARACTERIZED
446	MD00G1067900	P	( P ) Inorganic ion transport and metabolism	METABOLISM
447	MD00G1068100	S	( S ) Function unknown	POORLY CHARACTERIZED
448	MD00G1068300	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
449	MD00G1068500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
450	MD00G1068500	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
451	MD00G1068600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
452	MD00G1068700	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
453	MD00G1068800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
454	MD00G1069300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
455	MD00G1069500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
456	MD00G1069800	P	( P ) Inorganic ion transport and metabolism	METABOLISM
457	MD00G1070000	S	( S ) Function unknown	POORLY CHARACTERIZED
458	MD00G1070100	S	( S ) Function unknown	POORLY CHARACTERIZED
459	MD00G1070400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
460	MD00G1070500	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
461	MD00G1070600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
462	MD00G1070700	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
463	MD00G1070800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
464	MD00G1071000	E	( E ) Amino acid transport and metabolism	METABOLISM
465	MD00G1071100	E	( E ) Amino acid transport and metabolism	METABOLISM
466	MD00G1071200	C	( C ) Energy production and conversion	METABOLISM
467	MD00G1071300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
468	MD00G1071500	S	( S ) Function unknown	POORLY CHARACTERIZED
469	MD00G1071600	S	( S ) Function unknown	POORLY CHARACTERIZED
470	MD00G1071700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
471	MD00G1071800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
472	MD00G1071900	S	( S ) Function unknown	POORLY CHARACTERIZED
473	MD00G1072100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
474	MD00G1072200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
475	MD00G1072300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
476	MD00G1072500	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
477	MD00G1072700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
478	MD00G1072900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
479	MD00G1073000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
480	MD00G1073100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
481	MD00G1073300	S	( S ) Function unknown	POORLY CHARACTERIZED
482	MD00G1073400	S	( S ) Function unknown	POORLY CHARACTERIZED
483	MD00G1073700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
484	MD00G1074000	C	( C ) Energy production and conversion	METABOLISM
485	MD00G1074100	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
486	MD00G1074100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
487	MD00G1074600	H	( H ) Coenzyme transport and metabolism	METABOLISM
488	MD00G1074700	H	( H ) Coenzyme transport and metabolism	METABOLISM
489	MD00G1075000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
490	MD00G1075100	S	( S ) Function unknown	POORLY CHARACTERIZED
491	MD00G1075200	C	( C ) Energy production and conversion	METABOLISM
492	MD00G1075200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
493	MD00G1075300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
494	MD00G1075400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
495	MD00G1075500	C	( C ) Energy production and conversion	METABOLISM
496	MD00G1075600	S	( S ) Function unknown	POORLY CHARACTERIZED
497	MD00G1075700	S	( S ) Function unknown	POORLY CHARACTERIZED
498	MD00G1075800	C	( C ) Energy production and conversion	METABOLISM
499	MD00G1076000	S	( S ) Function unknown	POORLY CHARACTERIZED
500	MD00G1076200	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
501	MD00G1076300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
502	MD00G1076400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
503	MD00G1076500	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
504	MD00G1076700	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
505	MD00G1076800	I	( I ) Lipid transport and metabolism	METABOLISM
506	MD00G1076800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
507	MD00G1076800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
508	MD00G1076900	E	( E ) Amino acid transport and metabolism	METABOLISM
509	MD00G1077000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
510	MD00G1077100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
511	MD00G1077300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
512	MD00G1077400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
513	MD00G1077500	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
514	MD00G1077600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
515	MD00G1077700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
516	MD00G1077800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
517	MD00G1077900	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
518	MD00G1078000	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
519	MD00G1078100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
520	MD00G1078200	S	( S ) Function unknown	POORLY CHARACTERIZED
521	MD00G1078300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
522	MD00G1078300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
523	MD00G1078400	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
524	MD00G1078500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
525	MD00G1078600	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
526	MD00G1078900	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
527	MD00G1079100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
528	MD00G1079200	I	( I ) Lipid transport and metabolism	METABOLISM
529	MD00G1079300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
530	MD00G1079400	I	( I ) Lipid transport and metabolism	METABOLISM
531	MD00G1079500	I	( I ) Lipid transport and metabolism	METABOLISM
532	MD00G1079900	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
533	MD00G1080000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
534	MD00G1080100	I	( I ) Lipid transport and metabolism	METABOLISM
535	MD00G1080500	E	( E ) Amino acid transport and metabolism	METABOLISM
536	MD00G1080600	E	( E ) Amino acid transport and metabolism	METABOLISM
537	MD00G1080700	F	( F ) Nucleotide transport and metabolism	METABOLISM
538	MD00G1080800	I	( I ) Lipid transport and metabolism	METABOLISM
539	MD00G1080900	S	( S ) Function unknown	POORLY CHARACTERIZED
540	MD00G1081000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
541	MD00G1081100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
542	MD00G1081200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
543	MD00G1081300	P	( P ) Inorganic ion transport and metabolism	METABOLISM
544	MD00G1081400	P	( P ) Inorganic ion transport and metabolism	METABOLISM
545	MD00G1081500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
546	MD00G1081600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
547	MD00G1081700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
548	MD00G1081800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
549	MD00G1081900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
550	MD00G1082000	S	( S ) Function unknown	POORLY CHARACTERIZED
551	MD00G1082100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
552	MD00G1082200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
