GID	COG	COG_Name	COG_Class
MD00G1053100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1053300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD00G1053700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1053800	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1053900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1054100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD00G1054200	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD00G1054200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1054500	E	( E ) Amino acid transport and metabolism	METABOLISM
MD00G1054500	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD00G1054600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1055100	C	( C ) Energy production and conversion	METABOLISM
MD00G1055100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1055200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1055300	C	( C ) Energy production and conversion	METABOLISM
MD00G1055600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1055800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1056000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD00G1056100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1056200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1056300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1056500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD00G1056700	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD00G1056800	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD00G1057000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1057100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1057500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1057700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1057800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1057900	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD00G1058100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1058300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1058400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1058500	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
MD00G1058600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1058700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1058800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1059100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1059200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1059300	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1059400	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1059700	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1059900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1060000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1060100	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1060300	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD00G1060400	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD00G1060600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1060700	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD00G1060700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1060800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1060900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1061000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1061100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1061200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1061600	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1061700	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD00G1061800	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD00G1061900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1062000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1062100	C	( C ) Energy production and conversion	METABOLISM
MD00G1062200	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD00G1062300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1062600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1062700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD00G1062800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1063000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1063200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1063500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1063600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1063700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1063700	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
MD00G1063900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1064000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD00G1064100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1064200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1064400	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1064500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1064500	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD00G1064500	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
MD00G1064600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1064600	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD00G1064600	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
MD00G1064700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1064800	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1065000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1065100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1065200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD00G1065300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1065600	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1065700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1066000	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1066100	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1066200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1066300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1066600	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD00G1066800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD00G1067000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD00G1067200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1067300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD00G1067300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1067400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1067600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1067700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1067900	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1068100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1068300	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD00G1068500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1068500	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD00G1068600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD00G1068700	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1068800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1069300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1069500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1069800	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1070000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1070100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1070400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD00G1070500	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD00G1070600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1070700	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD00G1070800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1071000	E	( E ) Amino acid transport and metabolism	METABOLISM
MD00G1071100	E	( E ) Amino acid transport and metabolism	METABOLISM
MD00G1071200	C	( C ) Energy production and conversion	METABOLISM
MD00G1071300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD00G1071500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1071600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1071700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1071800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1071900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1072100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1072200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1072300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1072500	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1072700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1072900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1073000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1073100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1073300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1073400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1073700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD00G1074000	C	( C ) Energy production and conversion	METABOLISM
MD00G1074100	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD00G1074100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1074600	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD00G1074700	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD00G1075000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1075100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1075200	C	( C ) Energy production and conversion	METABOLISM
MD00G1075200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1075300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1075400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1075500	C	( C ) Energy production and conversion	METABOLISM
MD00G1075600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1075700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1075800	C	( C ) Energy production and conversion	METABOLISM
MD00G1076000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1076200	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD00G1076300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1076400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1076500	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD00G1076700	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD00G1076800	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1076800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1076800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1076900	E	( E ) Amino acid transport and metabolism	METABOLISM
MD00G1077000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD00G1077100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD00G1077300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1077400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1077500	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD00G1077600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1077700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1077800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1077900	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD00G1078000	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD00G1078100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1078200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1078300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD00G1078300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1078400	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD00G1078500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1078600	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD00G1078900	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD00G1079100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1079200	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1079300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1079400	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1079500	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1079900	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD00G1080000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1080100	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1080500	E	( E ) Amino acid transport and metabolism	METABOLISM
MD00G1080600	E	( E ) Amino acid transport and metabolism	METABOLISM
MD00G1080700	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD00G1080800	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1080900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1081000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1081100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1081200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1081300	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1081400	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD00G1081500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD00G1081600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1081700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1081800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1081900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1082000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1082100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1082200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1082300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1082400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1082500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1082600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1082800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD00G1082900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1083000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1083100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1083300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD00G1083400	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1083500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD00G1083600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD00G1083700	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1083800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1083900	I	( I ) Lipid transport and metabolism	METABOLISM
MD00G1084000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD00G1084200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1084300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1084500	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD00G1084600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD00G1084700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1084800	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD00G1084900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD00G1085100	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD00G1085300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD00G1085500	C	( C ) Energy production and conversion	METABOLISM
MD00G1085600	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
